draw_date,winning_numbers,mega_ball,multiplier,pick5_1,pick5_2,pick5_3,pick5_4,pick5_5
06/13/2003,12 15 16 20 51,33,,12,15,16,20,51
06/10/2003,14 15 23 32 52,37,,14,15,23,32,52
06/06/2003,10 14 28 39 40,35,,10,14,28,39,40
06/03/2003,04 20 25 29 32,20,,4,20,25,29,32
05/30/2003,01 21 28 33 51,3,,1,21,28,33,51
05/27/2003,10 11 17 20 26,3,,10,11,17,20,26
05/23/2003,12 20 31 33 50,17,,12,20,31,33,50
05/20/2003,02 16 36 44 49,3,,2,16,36,44,49
05/16/2003,05 10 16 26 39,52,,5,10,16,26,39
05/13/2003,17 20 47 49 50,34,,17,20,47,49,50
05/09/2003,01 10 20 22 28,39,,1,10,20,22,28
05/06/2003,05 14 32 44 52,24,,5,14,32,44,52
05/02/2003,02 05 19 32 34,52,,2,5,19,32,34
04/29/2003,06 08 09 33 35,32,,6,8,9,33,35
04/25/2003,01 12 32 48 51,29,,1,12,32,48,51
04/22/2003,03 09 15 28 52,7,,3,9,15,28,52
04/18/2003,05 15 24 50 52,3,,5,15,24,50,52
04/15/2003,16 29 31 39 52,21,,16,29,31,39,52
04/11/2003,15 26 27 38 39,46,,15,26,27,38,39
04/08/2003,08 10 24 38 45,6,,8,10,24,38,45
04/04/2003,06 22 28 31 40,18,,6,22,28,31,40
04/01/2003,07 12 26 45 47,36,,7,12,26,45,47
03/28/2003,08 12 21 27 29,15,,8,12,21,27,29
03/25/2003,15 21 37 40 42,7,,15,21,37,40,42
03/21/2003,06 17 18 40 50,8,,6,17,18,40,50
03/18/2003,13 14 16 29 49,29,,13,14,16,29,49
03/14/2003,03 06 14 31 33,8,,3,6,14,31,33
03/11/2003,10 15 26 28 39,10,,10,15,26,28,39
03/07/2003,07 10 32 36 41,33,,7,10,32,36,41
03/04/2003,02 26 36 37 41,22,,2,26,36,37,41
02/28/2003,11 16 26 48 49,13,,11,16,26,48,49
02/25/2003,02 04 06 37 47,38,,2,4,6,37,47
02/21/2003,21 28 29 40 51,20,,21,28,29,40,51
02/18/2003,12 22 29 42 50,11,,12,22,29,42,50
02/14/2003,11 13 19 32 47,21,,11,13,19,32,47
02/11/2003,18 20 23 48 49,10,,18,20,23,48,49
02/07/2003,03 09 20 26 27,50,,3,9,20,26,27
02/04/2003,05 12 16 22 24,48,,5,12,16,22,24
01/31/2003,01 08 09 19 22,21,,1,8,9,19,22
01/28/2003,13 24 26 32 47,34,,13,24,26,32,47
01/24/2003,16 31 37 40 41,5,,16,31,37,40,41
01/21/2003,04 41 48 50 51,23,,4,41,48,50,51
01/17/2003,25 26 38 42 46,27,,25,26,38,42,46
01/14/2003,30 39 41 47 52,27,,30,39,41,47,52
01/10/2003,07 17 18 34 50,18,,7,17,18,34,50
01/07/2003,15 16 28 34 51,33,,15,16,28,34,51
01/03/2003,06 14 28 37 46,3,,6,14,28,37,46
12/31/2002,08 21 29 42 51,34,,8,21,29,42,51
12/27/2002,11 14 26 30 39,3,,11,14,26,30,39
12/24/2002,08 24 39 43 52,43,,8,24,39,43,52
12/20/2002,10 14 41 46 49,52,,10,14,41,46,49
12/17/2002,03 07 21 29 49,46,,3,7,21,29,49
12/13/2002,02 13 14 24 46,34,,2,13,14,24,46
12/10/2002,03 05 09 16 31,28,,3,5,9,16,31
12/06/2002,04 08 30 36 52,48,,4,8,30,36,52
12/03/2002,01 15 19 40 51,26,,1,15,19,40,51
11/29/2002,08 25 33 42 49,40,,8,25,33,42,49
11/26/2002,03 21 27 31 43,34,,3,21,27,31,43
11/22/2002,11 16 19 22 46,5,,11,16,19,22,46
11/19/2002,07 16 20 40 52,8,,7,16,20,40,52
11/15/2002,06 17 44 49 51,39,,6,17,44,49,51
11/12/2002,03 28 45 48 50,24,,3,28,45,48,50
11/08/2002,17 19 37 47 48,14,,17,19,37,47,48
11/05/2002,02 07 16 28 36,47,,2,7,16,28,36
11/01/2002,05 10 22 23 43,37,,5,10,22,23,43
10/29/2002,09 10 14 41 49,35,,9,10,14,41,49
10/25/2002,08 15 34 39 47,4,,8,15,34,39,47
10/22/2002,16 20 26 36 48,32,,16,20,26,36,48
10/18/2002,10 31 40 48 51,38,,10,31,40,48,51
10/15/2002,06 20 27 34 51,22,,6,20,27,34,51
10/11/2002,09 11 17 26 41,29,,9,11,17,26,41
10/08/2002,18 34 43 47 50,25,,18,34,43,47,50
10/04/2002,10 42 43 45 51,1,,10,42,43,45,51
10/01/2002,07 21 30 32 37,15,,7,21,30,32,37
09/27/2002,23 27 30 33 36,5,,23,27,30,33,36
09/24/2002,08 32 34 42 50,21,,8,32,34,42,50
09/20/2002,01 02 04 05 46,8,,1,2,4,5,46
09/17/2002,07 10 19 26 44,5,,7,10,19,26,44
09/13/2002,24 32 37 40 51,12,,24,32,37,40,51
09/10/2002,04 06 10 21 25,21,,4,6,10,21,25
09/06/2002,31 39 42 49 51,35,,31,39,42,49,51
09/03/2002,08 23 36 49 51,10,,8,23,36,49,51
08/30/2002,06 31 32 42 51,42,,6,31,32,42,51
08/27/2002,02 05 11 18 45,22,,2,5,11,18,45
08/23/2002,05 19 20 45 48,44,,5,19,20,45,48
08/20/2002,02 13 20 23 43,6,,2,13,20,23,43
08/16/2002,22 31 33 44 52,43,,22,31,33,44,52
08/13/2002,03 10 15 18 25,52,,3,10,15,18,25
08/09/2002,07 17 23 43 44,26,,7,17,23,43,44
08/06/2002,02 06 38 40 50,14,,2,6,38,40,50
08/02/2002,10 16 23 28 31,7,,10,16,23,28,31
07/30/2002,02 06 22 27 44,1,,2,6,22,27,44
07/26/2002,20 27 28 37 49,32,,20,27,28,37,49
07/23/2002,10 12 29 32 38,7,,10,12,29,32,38
07/19/2002,07 15 24 37 46,9,,7,15,24,37,46
07/16/2002,10 24 35 49 52,47,,10,24,35,49,52
07/12/2002,13 19 23 38 47,15,,13,19,23,38,47
07/09/2002,26 29 31 44 48,40,,26,29,31,44,48
07/05/2002,11 20 26 29 41,41,,11,20,26,29,41
07/02/2002,14 22 32 35 44,6,,14,22,32,35,44
06/28/2002,18 31 49 50 51,4,,18,31,49,50,51
06/25/2002,04 18 21 27 41,50,,4,18,21,27,41
06/21/2002,13 18 32 39 49,6,,13,18,32,39,49
06/18/2002,06 13 18 27 45,18,,6,13,18,27,45
06/14/2002,04 08 32 37 43,2,,4,8,32,37,43
06/11/2002,05 06 09 33 44,52,,5,6,9,33,44
06/07/2002,14 22 27 28 42,13,,14,22,27,28,42
06/04/2002,03 25 29 30 48,48,,3,25,29,30,48
05/31/2002,12 28 45 46 52,47,,12,28,45,46,52
05/28/2002,06 21 22 29 32,24,,6,21,22,29,32
05/24/2002,02 04 32 44 52,36,,2,4,32,44,52
05/21/2002,04 28 39 41 44,9,,4,28,39,41,44
05/17/2002,15 18 25 33 47,30,,15,18,25,33,47
